hash,move,score - This file contains all positions with 6 moves on a 7x6 board.
4467036539267,3,1
4432678929539,3,-4
4432681026563,1,-3
4432676995587,3,-3
4433213686915,2,-3
13263666430214,2,-2
13229038256647,4,0
4432685220355,3,-3
4432945267207,4,-1
4501664711811,3,-1
4501396308995,1,-2
4467573408263,4,-1
4433215767047,4,2
4432676880903,0,1
4433213703171,1,-1
4433215799811,3,-2
4432680994947,2,18
4432676897795,1,-1
13263129560195,1,-2
13228771918979,3,-3
4432678994435,2,2
4501400470531,1,-2
13228769838211,4,-4
4501396292739,2,-3
4433217864707,1,4
4501398405635,3,-2
4432681058819,3,-3
4432689382403,1,4
4570115753091,3,-2
4432949461507,2,-2
4467573441027,2,-1
4467573408899,1,1
4433750541443,3,-2
4433217880579,4,2
4433754735107,5,17
4432681075203,1,4
4501664743939,2,-1
4432687284743,3,3
4432687317507,3,4
4570119946755,4,17
8830723312003,3,0
4433213671555,1,-3
13228774016003,1,-2
4432676800775,4,-2
4501668905475,3,-2
26457269092742,4,3
13263129559559,0,2
26422909387014,5,3
4432687285379,3,2
4433222058499,5,17
4501933147139,1,2
13228774031875,2,2
4432957817347,3,5
4501400486403,2,2
4501406761475,3,4
4432689398275,3,5
4467036570119,1,0
4467577602563,3,-2
13228769903107,3,2
13229042450947,3,-2
4433224155651,3,5
4570652623363,3,17
4433750573571,2,-3
4501396277379,1,-3
4432676881539,1,-1
4434289508867,0,2
4433213735427,1,-3
13228771951107,2,-3
4467040731655,0,2
4501404664323,4,17
4434018976899,3,1
4434287428099,4,4
4502470017539,3,17
13229308789251,3,-3
13297489314307,4,2
13230111998467,0,0
4501396357635,3,2
13228769820953,1,0
4432701964803,3,2
13228769854467,1,-3
13297489298435,1,-3
4638835229699,1,-3
4638837326339,5,2
4434287412227,1,2
4501935243779,3,0
13229306708483,5,2
13263133753859,3,0
13228769822851,1,-4
13228780306947,3,4
4501396341251,1,-3
4639103664643,5,-3
4570115752455,0,-1
4432945332739,2,2
4604475491459,3,-3
4638835245571,5,2
4570115785219,4,-2
13469287989383,5,-4
4502738452995,2,-2
4434023170563,4,0
13297491395075,3,-4
4467036635651,2,3
4501933163011,4,3
4467049120259,3,5
4435898024451,5,3
4433213751811,1,3
26423446225158,1,1
4432676847887,0,18
4604479685123,3,4
4501664711302,4,-2
4432681009422,0,5
13331851133063,0,-4
4433213686030,3,2
13228778209795,3,-2
4432678912271,0,18
4432676815133,0,0
4844993659395,4,0
13503647727750,3,-2
4467040764419,3,-3
13228769837326,3,2
4434019009027,2,1
4432945250575,0,18
4432676815502,0,0
4604475490823,3,1
4501396324615,2,-1
13228769870087,2,-2
4468647150083,4,2
13331849052295,0,-3
4467036553487,0,18
4432681042183,0,2
13297757733379,3,-3
4501398388999,4,-1
4501396291854,3,3
4501664727303,3,-3
13228771934471,4,-3
4432685203719,0,2
13229038272775,3,-1
13229843563011,3,-3
4432676848263,0,-3
4432678961415,2,2
4467040747783,3,4
4604475523587,2,0
4432949444871,0,2
4432676930179,3,18
13332117471367,4,-1
13228769886723,1,-3
4433215783175,1,2
4432681010435,3,3
4432676864270,0,0
4433213718791,4,1
4570115768583,3,0
4432676929799,0,-5
4432678913411,3,-2
4432681042563,3,-3
26422909354630,3,-2
4432945300099,3,18
4432676816135,0,-1
4467573408013,4,-2
4604475523334,5,3
4432678912647,2,-1
4432685204099,3,-4
4467036603011,3,18
4432678961795,3,-3
13229038289411,4,-2
13331849035917,3,0
4434018976263,4,2
8899442786700,5,1
4432676849027,2,-3
4501398389379,3,-1
4432676865283,2,-2
4467036569869,3,-2
4433213719171,1,-3
4467036553863,1,0
4432676962819,2,-1
4433215783555,2,1
13228771934851,3,-2
4467036602631,0,-3
13331853230214,6,-1
26422909354503,0,-1
13331849036419,3,-3
4432949445251,2,2
4433750557315,2,-1
13229038289158,1,1
4432945250951,0,-2
4467040748163,3,-2
13331849036547,3,-1
13229306692611,1,-2
13332385906822,4,0
4432685252867,3,-3
13228771983619,3,-3
4432679059715,3,-1
4432676817539,2,-2
26457269092615,0,-1
4501398438147,3,-4
13228769968387,3,0
4467040796931,2,-2
4432687300871,4,0
4433215832323,4,0
4570115817731,3,-2
4605012361731,4,-2
4432676946563,2,-1
13228780323075,4,-2
4432945299719,4,-1
4432681124099,2,-3
4432676946183,0,0
4501396324995,1,-3
4501406777603,4,2
4432689430787,3,5
4432949494019,4,0
4501396422915,2,0
13263129576067,2,-2
4432701980931,3,4
4433217913091,4,-1
4432687350019,3,5
4432681140483,2,2
13228769870467,1,-3
13228774064387,2,2
4433224171779,1,7
4432687301251,3,3
4432957833475,3,5
4433222074627,3,0
13263129592323,2,-1
4433754751235,4,1
4434289524995,4,4
4433750606083,1,-3
4432945251715,2,-2
4501935259907,3,2
4501400518915,1,0
4467577618691,2,0
13263129575687,0,0
13263934865795,3,-1
13331849068678,3,-2
4434023186691,2,4
4432677126403,1,-2
13230112014595,3,2
4434018992391,3,1
4570119962883,2,3
13229042467075,4,2
13331849036166,3,-2
4502738469123,3,3
4501933195523,4,1
4433213800707,2,-3
4501668921603,4,3
4467049136387,3,5
4638837342467,4,2
13263398011267,3,-2
13263133769987,3,4
4639103680771,3,2
4501404680451,3,2
13263400092035,2,-3
13263397995139,2,1
4501664776451,4,-2
13229308805379,4,2
4502470033667,3,0
4434019041539,2,2
13228778225923,3,0
13229038273155,2,-1
4501664727683,2,1
13263398011015,3,-1
13263400091783,2,-2
13263934865543,4,-3
4604479701251,3,5
4501396406531,3,-4
4433750556935,2,0
4432678895901,0,-2
4467573424771,2,0
4432683090191,0,18
4468647166211,4,4
4433215766798,2,0
13263666430467,4,-2
13229843579139,5,0
13229306740995,4,1
4434018992771,4,2
4432947331343,0,18
4604475506951,0,2
4432678928654,1,2
4432685187342,0,3
13228771918094,2,-2
4638835278083,4,-1
4432953622791,0,0
4467038634255,0,18
13229038321923,4,-2
4844993675523,3,0
13229040353543,2,-3
13228776112391,3,-3
4433219961095,3,-3
4501666808071,2,0
4432683122951,0,-2
4501398372622,2,-2
4432947364103,0,0
4433752637703,0,-3
4570115768963,2,-2
4432678896903,3,4
4432678896270,0,-2
4432678929667,3,4
13263397994759,4,0
4432693576323,2,18
4570117849351,0,-2
13263397994637,3,2
13263131656455,3,2
13263398027523,4,0
4435898040579,3,1
4432953623171,2,18
4434287460611,4,3
4467573473539,4,-3
4604475507331,2,0
4501398373635,3,3
4433215767811,3,5
4467044926083,2,18
4433219961475,3,-6
4432947364483,3,-2
13228771919107,3,2
4432678977799,4,1
4467575505159,1,2
13229040353923,3,-2
4467575505539,3,-2
4432945398019,4,-2
4433215848707,3,6
13228772000003,4,0
4432676962566,1,0
4467038667015,5,1
13263402188934,5,3
4432683123331,3,-5
4432679092483,1,3
13263131656835,3,-3
13228769952003,5,-4
4467038634631,0,-5
4432693608707,3,-3
4501398454531,4,2
4433752638083,3,-3
4432685269251,3,2
4432947331719,2,-4
4432678898307,3,-2
13263397994886,4,0
13228769838339,4,-1
13263397995267,3,2
4432947429635,2,4
4433752670467,3,-2
4433213817091,4,4
4501666808451,3,0
4432683188483,2,2
4432953655555,4,-2
4467038732547,2,4
4467044925703,0,0
4570117882115,3,-2
4433758929155,5,17
4604475556099,3,-3
4432695705859,3,-2
4432693575943,0,-5
4501402566919,0,-5
4570124140803,4,17
13228788695299,3,-2
4501666840835,3,2
4433230446851,5,17
4432697786627,3,-2
4433232544003,3,0
4433219993859,3,-3
4432678978179,2,2
4467036554627,3,-3
4432695673095,3,-2
4432683090567,3,-5
4432947332483,5,-4
13263129624835,2,-3
13263131689219,3,3
4434293702915,4,3
4501413052675,4,17
4434021073159,2,0
13229040386307,2,0
4467575537923,2,1
4432685188355,3,-2
13230114095363,2,0
4467038667395,2,-2
4501402599683,3,-3
4502740549891,2,0
4501402567299,3,-5
4432966205699,3,-1
13263131672963,4,-2
4432697770246,3,0
4467038635395,4,-3
4570654720259,3,0
4844995756291,3,0
4638841520387,5,-3
4434021105923,4,2
4435900121347,3,2
4501673099523,3,-3
4468649246979,3,4
4434027364611,3,2
4604477620483,2,2
13263129592070,5,0
4501415149827,3,2
4570652639491,1,2
4434021073539,2,-3
13263131672711,4,-2
13229046644995,3,-2
4639105761539,2,1
13229845659907,3,-2
4433482105103,0,18
13263135850883,3,-5
4501396292867,1,0
4605014458627,3,4
13264203300998,1,-2
4432695673475,3,-3
4605012377859,2,3
4467304972559,0,18
13228776145155,3,-3
13263131656963,3,4
4604477588099,4,-4
4433482105479,3,-2
4604477587719,4,2
4502472114435,3,0
4432945234205,0,-3
4432697770499,3,-2
4467057508611,3,4
13229575127303,0,-3
13228786598147,4,-4
4432945236611,3,0
13229312983299,3,-3
4433482138243,3,18
4433486299779,2,18
13263131656582,3,0
4433482106243,3,2
4467044958467,3,-3
4467304972935,3,2
4467305005699,3,18
4467309167235,2,18
4501939437827,3,-4
4467581796611,3,-3
4432945235207,0,-3
4432945316103,3,2
4432945266958,0,3
4468110279299,3,-2
13263131689094,5,0
13263131656333,3,-2
4467304973699,3,3
13229038338307,3,0
4432949510403,3,4
4432949429507,3,4
4467309166855,0,2
4433486332163,3,-2
4433486299399,1,0
13228776112771,3,-5
4501664792835,3,2
4433482137863,0,-3
4432683091331,3,-5
4432955720323,5,0
4432955719943,2,-2
13229575127683,4,-2
4570117849731,3,-3
4501675196675,2,2
26422911451399,4,-2
13229048742147,2,-2
4434828476675,5,17
4432970400003,3,3
4434824282755,1,-2
4433750541571,3,1
13263668527238,4,0
4432955752707,3,4
4468114473219,3,-2
4432945430787,4,2
4502205776131,3,-2
4467309199619,2,2
4433761026307,3,3
4502201581831,2,-3
4435092718211,3,4
13229579321603,3,-2
4467036700931,2,-2
4502201582211,4,0
13366210871430,3,-3
4433494688003,3,4
4571189494019,3,17
4503543759107,3,17
4570384188035,1,0
4502201614595,2,-3
13229038257411,3,-3
4467305070851,2,2
4433750540558,1,0
4433482203395,2,2
13263135850631,3,-4
4604743926403,3,3
4570384187655,0,-2
4570388381955,3,-1
4639640535299,5,2
4467305005319,4,0
4432945316483,3,2
4435363250435,3,-2
13331849036039,3,-2
4604743926023,0,2
4467317555459,3,5
4432945267971,3,-3
13229575160067,2,-3
13263137947907,3,-2
4435096912131,3,-2
4432718741763,3,-2
13229038256398,0,0
13263129576195,3,2
4604748120323,3,4
4535756013839,0,18
4501664711939,3,-3
4845262094595,3,-2
4438045507843,3,0
4503812194563,2,-2
4467573424391,2,1
13231185740035,2,-2
4432949428494,1,2
4707554705671,0,-2
13263129608327,2,-3
4570115752206,0,0
13366208790662,3,2
4467036539523,3,0
4434824315139,2,-3
4535756046979,3,18
4535760208515,2,18
4535760208135,3,2
4468110311683,2,-3
4434824282375,0,-3
4435361153286,2,0
26423177789703,3,-1
4535756014979,2,3
4433750622467,2,2
4535756014215,3,0
4432945234574,4,-1
4467040813315,3,4
13263133769862,3,2
4435092750595,4,-1
4570115834115,3,3
4467040732419,3,5
4467047023235,4,-2
4535760240899,2,-1
4467047022855,6,2
4570115753219,4,4
4467036569870,0,2
4467061702915,3,2
4467047055619,3,4
13263666446470,3,-2
4707558899971,4,17
4707554706051,3,-1
13263140045059,3,4
4468378714755,3,3
4468382908675,3,4
4570126237955,1,4
13263129641219,3,2
4501664710926,2,0
4708091576579,3,17
4467583893763,1,7
4536297079043,3,-2
4468378714375,0,0
4570384220419,2,0
4604743958787,1,2
4467040731406,0,3
4433213687043,1,-1
4535768596739,1,5
4467036733699,1,0
4536292885123,1,0
4604483879171,1,2
4468110278919,0,-3
26422909370631,0,0
4535756112131,2,2
4707554738435,5,0
4468378747139,3,2
4467036619395,2,2
4776274182406,3,4
4536292917507,2,-2
4467036619015,2,3
4741918638339,3,5
4741914444419,2,3
4467036537486,3,0
4776274182659,4,2
13263137947782,3,0
4467573489923,2,4
4435092717831,4,-1
4432676799881,3,3
13263129608579,4,-3
4776276279555,3,1
4467573408014,5,0
4467036537117,0,0
4470257762563,5,0
4501396278018,3,3
13366477209734,4,0
4432676834050,2,5
4467036539778,3,3
4535756046599,0,-3
4432676865410,3,-2
4537366626563,4,3
4433750541698,3,2
4432685188482,4,-2
4432676833795,2,-1
4432676817794,2,3
4433213674753,3,6
4432676866689,3,17
4432676803715,3,3
4432680998145,4,6
4776274198787,4,-1
4501396280577,3,5
4432680995586,4,4
4536292884743,4,-2
4432685189761,2,17
4433213672194,3,4
4432676801285,3,3
4467036570883,3,-2
4571457929475,4,0
8830723312514,3,3
5841426071683,3,3
4432945236866,3,3
5119871566083,4,0
4432949430913,0,0
4432676804226,4,3
4467036572289,3,17
4467040733825,2,17
4432676809345,3,0
13263129575814,2,-2
9552277815427,3,3
4432676836481,3,17
4741914476803,5,-1
4432680995331,0,-1
4433750542977,3,-1
4432945269377,3,0
4432676801031,0,-1
4433213671939,4,-1
5119873663107,3,-1
4432678901121,3,3
4776542617859,2,-2
4432678931073,3,-2
4432681028097,2,0
13263398027398,2,3
4467036538119,3,-2
4432678995201,2,10
4433215769217,4,-1
4432676836609,4,2
4432681075969,3,5
4467036542337,3,5
4501396277763,0,-1
4433215800577,3,5
4467573410433,3,3
4605549232387,4,0
4433750574337,3,4
4432681011841,3,-1
4432676899329,2,6
4433213688449,2,0
4432680998017,2,17
4432945239425,3,2
4433217866241,5,17
4501400472065,4,17
4432949462273,3,3
4570115753346,4,3
4433213704705,3,0
4432676883073,2,2
4501396358401,3,0
4743256621187,3,0
4741914444039,0,-2
4501398406401,3,3
4570115785985,4,6
4432676803970,4,3
4433224156417,4,10
5875785810050,3,4
4432687318273,2,6
4501406762241,2,3
4433754735873,5,17
13263129624710,2,-2
4570115754625,3,-1
4432687285507,4,5
4433217881345,5,4
4570119947521,4,17
4501396294273,2,-1
4432685221121,4,-2
4501933148673,3,17
4467040765185,3,4
4435361169667,2,3
4432689399041,1,6
4501933163777,3,4
4432957818113,4,5
4433222059265,5,17
4434289509633,3,10
4742182912131,3,2
4501400487169,3,6
4501396310529,3,0
4434287428865,4,4
4467577603329,3,4
4501398375041,3,0
4742187073667,3,4
4741916573827,3,2
4741924929667,2,2
4434287413761,4,8
4570652624129,3,17
4434023171329,3,5
4432689383937,3,6
5085511827843,3,1
4501935244545,3,2
4433213674625,2,5
4742182879619,3,3
4501404665089,4,17
5085511860355,3,-1
4638835246337,5,3
4502470018305,3,17
4501668906241,3,2
4434019009793,2,4
4638835231233,5,4
4467049121025,1,6
4432945333505,4,4
4432676996353,2,2
5120140001411,3,-2
5085516021891,3,3
4638837327105,5,2
4467573409027,3,-2
13228769823235,4,-2
4604475492993,3,3
4741918654595,3,2
4434018977027,3,-2
4742182879367,0,0
4435898025217,3,3
4741914445441,3,5
13230917304579,3,-4
4741914509443,3,4
4435361153539,4,-1
4501396342017,3,0
4432687286913,3,4
4604479685889,3,5
4433213736193,2,0
4468647150849,4,3
4742988185731,3,-2
4432701965569,3,3
5085511827591,0,-3
4639103665409,5,2
4741922832515,2,-2
4742453411971,3,-2
5086048698499,3,-2
4432676930945,3,17
5119871582339,2,-2
4741918638214,3,5
4741914460547,3,-2
4432676817667,3,3
4434018978433,4,0
4432676803843,2,-1
13263129559310,0,0
4502738453761,1,-1
4432681011969,2,4
4741916541315,4,-4
4432676801412,3,3
13263129575565,3,-2
4741916541063,2,-4
4741914525827,3,2
4432676881667,2,0
4433213752577,2,0
4432681059585,5,0
4467036603777,3,17
4742451314947,2,-2
5807066333315,2,4
4501664744705,2,-1
4432945253249,3,2
4777347924098,3,17
4432676850561,2,2
4501396280449,3,2
4433215784321,4,3
4432677126785,3,17
4432678914945,3,2
13263129560323,3,-2
4776544714883,3,-2
4432949446017,3,3
4777079488643,4,-2
4432685253249,0,18
4501398390145,3,0
4605012362497,3,2
5154499739779,3,3
4469720891651,2,-2
4432949494401,0,18
4433750606465,3,18
4432676962946,4,-2
4501664713345,4,-2
4467036701313,3,17
4467040797313,0,18
4467573473921,3,18
4570115818113,3,17
4572800106626,3,17
4432681124481,0,18
4432685204865,3,-2
4432678962561,3,-4
4432945300865,3,-2
4432681043329,2,-2
4501398438529,3,-2
4570925252739,2,-4
4501400519297,4,-4
4433217913473,5,-4
4776542634115,3,-2
4432687302017,3,2
4433215832705,3,-4
4467036556161,3,2
4741914444547,3,2
4501396294401,3,3
4432678898562,2,2
4432676866817,2,3
4501396325761,2,-2
4433213801089,3,18
4432689431169,3,5
4432676820609,2,-2
5119871565958,2,-1
4433754751617,5,0
4432701981313,2,3
4432679060097,2,-4
4433224172161,3,6
4432957833857,3,4
4432681140865,2,-2
4467040748929,3,2
4467573441793,1,0
4432687350401,3,4
4604475491587,3,2
4433213688577,4,4
4741914460295,5,0
4501396406913,3,17
4434018993537,2,4
4501664776833,3,-2
4467577619073,2,-1
4570386317443,3,0
4432676820353,2,0
4571191591043,3,-3
4433222075009,5,-4
4570119963265,4,-1
4501404680833,6,-4
4571189494529,3,17
4501933195905,2,0
4501935260289,3,0
4570921091203,4,0
4570394673283,3,3
4572263235715,3,17
4502470034049,3,0
4434289525377,4,2
4741914443917,3,1
4467036636417,2,3
4570392576131,1,-4
4570386285441,1,4
4571189493894,3,17
4434287460993,4,4
4742451331203,4,-2
4570386284931,3,0
4434023187073,2,4
4501664728449,2,-2
4570384253059,3,-2
4467049136769,3,4
4570384188163,4,-2
4570388382465,3,3
4501396423297,2,-2
4435898040961,2,2
4432945398401,2,-2
4501668921985,2,2
4432693577089,2,17
4432678898435,3,4
4432676963585,2,-1
4570921058691,4,2
4433213719937,2,-2
4571189510275,4,-3
4467036537115,5,-2
4432683092865,3,2
4432685189889,3,3
4570384203911,0,-2
4570921059201,1,-3
4570384269443,4,2
4467044926849,2,17
4570388398211,4,1
4570115769729,4,-2
4570384204673,4,2
4776282570882,4,17
4501406777985,3,3
4432947334017,5,2
4432685269633,3,3
4433752638849,3,-2
4432953623937,2,-3
4432678901377,3,2
4432683124097,3,-4
4432693609089,0,18
4468647166593,4,4
4570384220929,2,4
4432683188865,2,3
4432947365249,3,2
4432953655937,0,18
4433219994241,3,-4
4432679092865,3,-1
4432678978945,2,3
4570384220801,3,-1
4467044958849,0,18
4434019041921,2,2
4742451314822,1,2
4570386284679,0,-2
4741914444166,4,2
4433213817473,2,-1
5188593139842,3,4
4467575506305,3,3
4432718742145,2,17
4570117850497,3,3
4570654736515,3,-2
4570921058439,0,-3
4432695674241,3,4
4433758929537,2,18
4467573425537,2,0
4501666841217,3,0
4467057508993,2,17
4467581796993,2,18
4570124141185,2,17
4570136723586,4,17
4433230447233,2,18
4570117882497,3,-2
4467575538305,3,-2
4572531671171,2,-2
4501402600065,2,-5
4433752670849,3,-3
4501666809217,3,3
4432695706241,3,-2
4434293703297,4,2
4502738469505,2,2
4432697771265,4,9
4501413053057,2,17
4570384189057,0,0
4433215849089,2,3
4435900121729,3,-1
4432966206081,2,-1
4570658914435,3,-6
4433219962241,3,-5
4467038668161,3,0
4570124141313,4,17
4433232544385,3,0
4501939438209,3,-5
4570124157059,3,-3
4570132529283,4,17
4501673099905,3,-3
4432697787009,3,-1
4501398375169,2,0
4502472114817,3,-2
4570388381830,3,-1
4570122076291,3,-5
4570124140678,4,17
4570117882625,2,0
4467038732929,2,2
13538007466118,3,-1
4570117850753,3,0
4570117866369,3,3
4434027364993,3,3
4570117865859,3,-1
4432947430017,2,2
4571460026499,4,1
4570122044289,1,-4
4502740550273,4,2
4570654720769,3,-2
4570122043527,0,-4
4501402568065,3,-5
4468649247361,4,3
4570117914755,3,-2
4776276295811,3,2
4434021074305,2,1
4467304975233,3,3
4434021106305,4,2
4432949431041,3,4
4432678931201,0,2
4570117849859,3,4
4570134626435,3,-2
4433482107777,3,2
4501398454913,2,2
4432945317249,4,4
4741914476678,5,0
4467305006465,3,3
4433486332545,0,18
4434824315521,3,18
4433215769345,4,3
4432945431169,3,3
4570117881990,3,0
4467309200001,0,18
4468110312065,3,18
4432945236739,3,2
4432955721089,5,3
4432970400385,0,3
4570384204163,4,-2
4434824283521,3,-2
4570117865607,3,-2
4433482203777,3,4
4434828477057,2,18
4501415150209,3,0
4433486300545,2,2
4433494688385,3,5
4468114473601,2,18
4467038636929,4,3
4776280473731,3,-4
4433482139009,2,3
4433761026689,3,4
4467305071233,3,6
5188591059074,3,3
4570122043779,3,-5
4432955753089,3,3
4435092750977,3,4
4433750622849,2,3
4502205776513,2,-1
4435361153666,3,6
4503543759489,3,17
4435096912513,2,4
4467309168001,3,5
4467317555841,3,11
4570119995523,6,-3
4501675197057,3,3
4502201614977,4,2
4570126254211,3,3
4435363250817,3,0
4570115883139,3,17
4438045508225,3,0
4570384187533,3,0
4432945239681,2,0
4570119963393,3,4
4468110280065,4,3
4570652640001,4,3
4571457945731,4,2
4432949510785,2,4
4776276279430,3,4
4503812194945,3,-2
4570115769091,4,2
5154233401475,4,2
4570117931139,2,1
4435092718977,3,-2
4604743927169,3,2
4535756047745,3,17
4535760209281,2,17
4570115818241,3,-2
4435361170049,2,0
4469720892033,4,0
5154231320707,2,2
4501664793217,2,4
4467036734081,3,17
4570115801985,1,-2
4570652672131,4,-2
4570115801223,2,-2
4535756112513,3,17
4535760241281,0,18
4536292917889,3,18
4570115899523,3,-2
4570652624001,3,17
4467047024001,4,3
4467061703297,2,17
4776274247810,3,2
4570115754753,3,3
4535768597121,2,17
4536297079425,2,18
4570119947393,4,17
4467036542593,3,5
4570115915906,2,0
4535756016513,3,2
4776274231427,3,-3
4536292885889,2,3
4570115785857,3,17
4467040733953,3,4
4468378715521,3,2
4467047056001,3,4
4707554706817,3,-2
4467583894145,3,4
4468378747521,3,3
5188591042818,3,3
4467040813697,2,4
4470257762945,2,3
4570126238337,3,2
4741914445185,3,-2
4432676835969,3,17
4501664713473,5,2
4570117849229,3,-2
4570384188801,2,-2
4467573490305,2,4
4570119962758,6,2
5154235498626,3,4
4432676996225,3,17
4537366626945,3,4
4432681027841,2,4
4432676833666,2,3
4570654720134,3,-2
4432697770626,3,3
4604475508097,5,2
4432685220993,0,18
5944505286786,3,5
4432676899073,2,4
4468382909057,4,5
4432678995073,2,2
4501398406273,3,-3
4432949462145,0,18
4433750574209,3,18
4570117849478,3,0
5154231304578,3,3
4467036572033,3,17
4467036636289,3,17
4467040765057,0,18
4467573441665,3,18
5051688960130,3,17
4432676898945,1,-3
4432677028865,2,18
4433213704449,2,0
4708093673603,3,-4
4570115769985,4,-2
4435361154305,1,1
4776274182786,3,3
4433215800449,3,-4
4501396310273,3,-1
5017329221763,3,-2
4432681092097,1,-1
4432945269121,0,2
4433213768705,1,-2
4432679125505,2,18
4501396374529,1,-2
4432945333377,3,2
4432678930817,3,-4
4502201582977,2,-3
4432945463809,2,18
5154231304451,3,2
4604477588865,4,-2
4708091592835,3,-2
4433213752449,2,0
4467036766721,2,18
4433750639105,3,5
4776274182281,3,4
4432681027713,0,18
4501664744577,3,-1
4433217897473,5,18
4501400503297,4,18
4433213882881,2,5
4604475524353,5,2
4432689463809,3,12
4501398471169,2,2
4433215865345,2,2
4432681075841,4,-2
4432677011971,2,4
4539245674627,4,6
4467036539651,5,3
5154768175234,3,3
4501396488705,2,5
4432689415169,1,4
4432949527041,2,6
4433754767873,5,18
4432681206273,2,6
4673736032387,5,-3
4432685285889,2,1
4432701997569,4,3
4433213704321,3,18
4432957850113,3,5
4501933179905,3,18
4467577635329,3,-2
4467040829953,2,6
4501396358273,3,-2
4432687383041,3,6
4432681189889,5,2
4433222091265,5,18
4433224188417,3,5
4432677257729,2,3
4432687318145,3,2
8830723312387,3,3
4432945269505,4,2
4501935276545,3,0
4501668938241,3,-2
4536297095299,3,-2
4467049153025,3,5
4432677012609,2,4
4501396310145,1,-3
5154231337090,2,3
4536295014531,3,-2
4570115834497,2,2
4433213866497,5,3
4776274198662,3,1
4501404697089,4,18
4434287493633,4,4
4537098223747,3,2
4502470050305,3,18
4434287444993,1,4
4434289541633,4,2
4604475524225,3,17
4467036620161,2,3
4435898057217,5,3
4467573410561,4,3
4501406794241,3,5
4537098191745,1,3
4982969483395,5,-4
4501396472321,5,4
5188859478146,3,2
4638835262465,1,3
4570652639366,3,-2
4708896882819,3,-2
4536294982529,1,4
4501933228545,3,4
4708091576454,3,17
4537368723587,4,2
4536292901761,1,2
5188591042692,3,3
4536301273219,2,-4
4536297079553,3,3
4434023203329,2,2
4434019009665,3,-2
4537366627073,4,6
4536294982019,3,-1
4536292886145,2,2
4467573506561,2,6
4536303370371,3,4
4674805579907,5,-3
4432677192321,3,17
4468647182849,4,4
4433750543105,3,0
13228770001155,1,2
4432681173633,3,0
4570115801475,2,-3
4673731870851,5,0
4432676882817,2,3
4432681173251,1,4
4570384187782,4,-2
4537098191235,3,3
4673731838087,5,-4
4501400551937,2,5
4536292950147,4,-3
4536292918017,4,-2
4573068542083,1,2
4432685383937,3,2
4433217946113,1,4
4536294981767,0,-3
4433213850241,4,2
4501664809473,2,4
4570115817606,3,-2
4501396455683,1,2
4432676978951,0,2
4434019074561,2,3
4432679321857,3,0
4433215963393,2,2
4538977239171,1,-2
4536297078918,1,0
4501396456065,6,2
4776542617734,4,0
4432687366403,4,6
4537102385283,4,5
4673731838339,5,0
4432687366785,3,5
4433224237313,0,6
4468389200257,6,-18
4468389200003,6,-18
4432957899009,4,13
4537366642819,4,3
4432676979331,3,-3
4432689561857,3,8
4432677208323,3,2
4537098190983,0,1
4432949625089,2,3
4432677224961,3,-1
4470259859587,2,0
4469989359747,3,2
4473747423617,3,3
4467577684225,3,8
4432681386241,5,4
4536292885251,4,-2
4434289590529,0,4
4432687481089,3,6
4468380844163,6,0
4434023252225,3,13
4467049201921,3,12
4469989360001,3,3
4473747423363,3,2
4536292901251,2,0
4537366626438,4,2
4434019057923,3,4
4470259859841,1,4
4570384220294,4,0
4468380812161,6,-18
4468380811651,6,-18
4434019058305,3,4
4469989327745,1,3
4432676980097,2,-1
4468378796417,3,4
4468382925185,3,4
4433222140161,5,2
4473478988161,3,4
4468378731393,3,4
4432702046465,3,6
4468378730883,3,0
4469989327235,3,3
4467040928001,1,3
4468378780033,4,3
4468380811399,6,-18
4433214062849,5,3
4468387103105,2,2
4468387102851,2,2
4468378779779,3,2
4468382909185,3,5
4432677208705,4,-1
4467036572417,5,3
4469989326983,0,2
4469993521537,4,4
4468378796163,3,3
4468380844417,6,2
4432679354625,2,2
4433218044161,4,4
4432677191939,3,-3
4470528295297,6,-18
4470528295043,6,-18
4432683319553,2,18
4468382924931,4,4
4433754816769,2,3
4432685400321,2,5
4433214079233,4,4
4432947560705,2,18
4434287591681,4,4
4432681402625,5,3
4468649263489,4,12
4433213849859,1,2
4467038863617,2,18
4570115768461,2,-1
4467575603457,2,13
4432953721089,2,2
4432693674241,2,-3
4432697803265,4,-2
4432679108867,4,3
4433215979777,0,3
4433220059393,2,2
4468653441155,4,2
4467045024001,2,2
4433758961921,5,18
4468653441409,4,2
4432695771393,2,2
4433750737153,1,1
4433232576769,3,-2
4433230479617,5,18
4435898106113,2,3
4432966238465,3,-2
4502738485761,4,2
4434021171457,3,5
4433752736001,2,2
4468378730631,3,0
4434293735681,4,2
4468649263235,3,4
4467590185345,2,18
4467581813121,3,-2
4467575587201,3,6
4467592282243,3,-2
4467579700097,1,3
4432718774529,5,-2
4468378747649,2,4
4469993521283,4,4
4467581829377,3,-3
5154231304325,3,2
4467579732353,3,-2
4434027397377,3,2
4571457929985,4,4
4432679109249,2,3
4467575522177,1,4
4467057541377,3,-2
4432697852161,3,4
4468378812673,1,4
4604475572483,3,3
4435900154113,2,2
4432945447171,3,4
4467575506561,3,2
4467575570817,3,-2
4467575586947,4,2
4468378714883,3,1
4536292966531,2,2
4470526214275,3,4
4433482334465,2,18
4470526214529,3,4
4432949641473,2,11
4467581812867,3,-3
4434019172609,2,3
4467305201921,2,18
